File Name,File ID,View URL,AuthorName,Year,Title,AuthorName_Clean,Year_Clean,Title_Clean
Romero and Choun - 2014 - The Electron Transport Chain An Interactive Simul.pdf,1cu3cR0HlpelkJ_U1TMjTxEUVpD_Y2Yhy,https://drive.google.com/file/d/1cu3cR0HlpelkJ_U1TMjTxEUVpD_Y2Yhy/view,Romero and Choun,2014,The Electron Transport Chain An Interactive Simul,romero and choun,2014,the electron transport chain an interactive simul
Roosa - 2021 - Engaging Undergraduates in Mechanisms of Tubular R.pdf,1oD6cKiPoCUqwvnNjCaFNQPWfxguOXZ4r,https://drive.google.com/file/d/1oD6cKiPoCUqwvnNjCaFNQPWfxguOXZ4r/view,Roosa,2021,Engaging Undergraduates in Mechanisms of Tubular R,roosa,2021,engaging undergraduates in mechanisms of tubular r
Roper et al. - 2020 - Incorporating Writing into College Biology Using S.pdf,1WNE3Il53ScTORUZzwPvu4hyHm603z-4B,https://drive.google.com/file/d/1WNE3Il53ScTORUZzwPvu4hyHm603z-4B/view,Roper et al.,2020,Incorporating Writing into College Biology Using S,roper et al.,2020,incorporating writing into college biology using s
Ross - 2016 - Predicting and classifying effects of insertion an.pdf,1Ot9aVwDjMHvlE4bCsMUXUAg9xCLq-mJj,https://drive.google.com/file/d/1Ot9aVwDjMHvlE4bCsMUXUAg9xCLq-mJj/view,Ross,2016,Predicting and classifying effects of insertion an,ross,2016,predicting and classifying effects of insertion an
Ross - 2022 - Responsible and Ethical Conduct of Research Instruction on Plagiarism.pdf,1rIzKi7Smw3uoxytwubzV3LKedo3GruUj,https://drive.google.com/file/d/1rIzKi7Smw3uoxytwubzV3LKedo3GruUj/view,Ross,2022,Responsible and Ethical Conduct of Research Instruction on Plagiarism,ross,2022,responsible and ethical conduct of research instruction on plagiarism
Roth and Gavin - 2021 - Race and the Ivory Tower: An Antiracism Exercise for an Undergraduate Neuroscience Classroom.pdf,1lO80S8OQXjhYZ3pzc8pDxLTC5vdFaexL,https://drive.google.com/file/d/1lO80S8OQXjhYZ3pzc8pDxLTC5vdFaexL/view,Roth and Gavin,2021,Race and the Ivory Tower: An Antiracism Exercise for an Undergraduate Neuroscience Classroom,roth and gavin,2021,race and the ivory tower: an antiracism exercise for an undergraduate neuroscience classroom
Roux - 2018 - Cell Signaling.pdf,1sZJFobmfG-o92CYFHPd-9cPdshMJalZd,https://drive.google.com/file/d/1sZJFobmfG-o92CYFHPd-9cPdshMJalZd/view,Roux,2018,Cell Signaling,roux,2018,cell signaling
Rude - 2022 - Arrested succession Assessing plant community recovery on reclaimed oil and natural gas well pads in Alberta's boreal forests using multivariate analyses.pdf,1ZtGIl58vDOVncbxshysaop6cQ9DI79OO,https://drive.google.com/file/d/1ZtGIl58vDOVncbxshysaop6cQ9DI79OO/view,Rude,2022,Arrested succession Assessing plant community recovery on reclaimed oil and natural gas well pads in Alberta's boreal forests using multivariate analyses,rude,2022,arrested succession assessing plant community recovery on reclaimed oil and natural gas well pads in alberta's boreal forests using multivariate analyses
Rupprecht et al. - 2022 - A Case Study for Teaching Toxicology Using Whales.pdf,1MknFruFLJoJh-UM18sToT79Mc_5Qnab4,https://drive.google.com/file/d/1MknFruFLJoJh-UM18sToT79Mc_5Qnab4/view,Rupprecht et al.,2022,A Case Study for Teaching Toxicology Using Whales,rupprecht et al.,2022,a case study for teaching toxicology using whales
Russell et al. - 2004 - Non-science majors gain valuable insight studying .pdf,1su6cpeovkUX3ozIQ1KknE8hrdAyr_CW2,https://drive.google.com/file/d/1su6cpeovkUX3ozIQ1KknE8hrdAyr_CW2/view,Russell et al.,2004,Non-science majors gain valuable insight studying,russell et al.,2004,non-science majors gain valuable insight studying
Ryan and Casimo - 2021 - A Course-Based Research Experience Using the Allen.pdf,1kbIOqKvE1mF2PwhGWZjSWotzyevUNLDC,https://drive.google.com/file/d/1kbIOqKvE1mF2PwhGWZjSWotzyevUNLDC/view,Ryan and Casimo,2021,A Course-Based Research Experience Using the Allen,ryan and casimo,2021,a course-based research experience using the allen
Ryan and Sestero - 2022 - Integrating Community Ecology Into the Study of Pa.pdf,1eYH4BChn1X-IIe6Ez9jGyIAZvt-AkXbr,https://drive.google.com/file/d/1eYH4BChn1X-IIe6Ez9jGyIAZvt-AkXbr/view,Ryan and Sestero,2022,Integrating Community Ecology Into the Study of Pa,ryan and sestero,2022,integrating community ecology into the study of pa
Sacchi - 2006 - Testing Hypotheses about Herbivore Responses to Plant Vigor and Herbivore Impact on Plant Reproduction.pdf,1mLzhX4OA6BgLl_zf-GiKCwMMm86gWB9e,https://drive.google.com/file/d/1mLzhX4OA6BgLl_zf-GiKCwMMm86gWB9e/view,Sacchi,2006,Testing Hypotheses about Herbivore Responses to Plant Vigor and Herbivore Impact on Plant Reproduction,sacchi,2006,testing hypotheses about herbivore responses to plant vigor and herbivore impact on plant reproduction
Saha et al. - 2021 - Undergraduate Virtual Engagement in Community Geno.pdf,13w44P2BO6p7Lbq8RlZdXjFev5nyWTZqy,https://drive.google.com/file/d/13w44P2BO6p7Lbq8RlZdXjFev5nyWTZqy/view,Saha et al.,2021,Undergraduate Virtual Engagement in Community Geno,saha et al.,2021,undergraduate virtual engagement in community geno
Samsa et al. - 2020 - A CRISPRCas guide RNA design in silico activity.pdf,1-XM-QguJDtyI4_wAQZoQqhLladQsQBYT,https://drive.google.com/file/d/1-XM-QguJDtyI4_wAQZoQqhLladQsQBYT/view,Samsa et al.,2020,A CRISPRCas guide RNA design in silico activity,samsa et al.,2020,a crisprcas guide rna design in silico activity
Samsa et al. - 2021 - Single Cell Insights Into Cancer Transcriptomes A.pdf,1VDzkdo4tVzuQJeMYs0-bMhQPjtUGPD9J,https://drive.google.com/file/d/1VDzkdo4tVzuQJeMYs0-bMhQPjtUGPD9J/view,Samsa et al.,2021,Single Cell Insights Into Cancer Transcriptomes A,samsa et al.,2021,single cell insights into cancer transcriptomes a
Santangelo - 2017 - Grow the Gradient An interactive countercurrent m.pdf,1vgvEV-V0_l3pR9JDDKd_iXhOOSC_3EBq,https://drive.google.com/file/d/1vgvEV-V0_l3pR9JDDKd_iXhOOSC_3EBq/view,Santangelo,2017,Grow the Gradient An interactive countercurrent m,santangelo,2017,grow the gradient an interactive countercurrent m
Santiago-Narvaez - 2021 - Understanding Host-Pathogen Interactions With the .pdf,1Mb530-CdPKxQeIygD3XS_afjWf_Q-VuE,https://drive.google.com/file/d/1Mb530-CdPKxQeIygD3XS_afjWf_Q-VuE/view,Santiago-Narvaez,2021,Understanding Host-Pathogen Interactions With the,santiago-narvaez,2021,understanding host-pathogen interactions with the
Santiago-Narvaez and Habgood - 2021 - Assessing In Vivo Antimicrobial Activity Through t.pdf,1nAFA4ys_M0NE2Fws2TnCwlehi0AzcMtQ,https://drive.google.com/file/d/1nAFA4ys_M0NE2Fws2TnCwlehi0AzcMtQ/view,Santiago-Narvaez and Habgood,2021,Assessing In Vivo Antimicrobial Activity Through t,santiago-narvaez and habgood,2021,assessing in vivo antimicrobial activity through t
Sauterer - 2017 - Inquiry-Based Laboratory Experiences Using Ecosyst.pdf,1EpLHWRKl5vbVFsTZzJLhJjuZpTVSkoIq,https://drive.google.com/file/d/1EpLHWRKl5vbVFsTZzJLhJjuZpTVSkoIq/view,Sauterer,2017,Inquiry-Based Laboratory Experiences Using Ecosyst,sauterer,2017,inquiry-based laboratory experiences using ecosyst
Sawyer and Frenzel - 2018 - Epilepsy and the Action Potential Using Case Base.pdf,1sOgYONppM_PUvUD4l-hKZmm1VZG8fL0W,https://drive.google.com/file/d/1sOgYONppM_PUvUD4l-hKZmm1VZG8fL0W/view,Sawyer and Frenzel,2018,Epilepsy and the Action Potential Using Case Base,sawyer and frenzel,2018,epilepsy and the action potential using case base
Schindler and Price - 2018 - Bad Science Exploring the unethical research behi.pdf,1G0R-jpsie2MqDYuhhvzWwUFFYlbiRe6S,https://drive.google.com/file/d/1G0R-jpsie2MqDYuhhvzWwUFFYlbiRe6S/view,Schindler and Price,2018,Bad Science Exploring the unethical research behi,schindler and price,2018,bad science exploring the unethical research behi
"Schivell - 2022 - Electron Location, Location, Location Understandi.pdf",1Cc5-rykbwwTOF0QFYtp_6P_ROa0LVsib,https://drive.google.com/file/d/1Cc5-rykbwwTOF0QFYtp_6P_ROa0LVsib/view,Schivell,2022,"Electron Location, Location, Location Understandi",schivell,2022,"electron location, location, location understandi"
Schmidt et al. - 2022 - An Ecological Succession Lesson from a Beaver's Po.pdf,1k8iedCifTNJiE7Wt-SSI0vowe5aI2eN8,https://drive.google.com/file/d/1k8iedCifTNJiE7Wt-SSI0vowe5aI2eN8/view,Schmidt et al.,2022,An Ecological Succession Lesson from a Beaver's Po,schmidt et al.,2022,an ecological succession lesson from a beaver's po
Schnell et al. - 2021 - An at-home laboratory in plant biology designed to.pdf,1ml2e2QtQOWb_gLrPH4CWYrAI5gaZqBFS,https://drive.google.com/file/d/1ml2e2QtQOWb_gLrPH4CWYrAI5gaZqBFS/view,Schnell et al.,2021,An at-home laboratory in plant biology designed to,schnell et al.,2021,an at-home laboratory in plant biology designed to
Schroeder and Flannery-Schroeder - 2005 - ARTICLE Use of the Herb Gymnema sylvestre to Illus.pdf,1fru5vQiJ3gckEiDE6Jl4BrV21JXnRVFW,https://drive.google.com/file/d/1fru5vQiJ3gckEiDE6Jl4BrV21JXnRVFW/view,Schroeder and Flannery-Schroeder,2005,ARTICLE Use of the Herb Gymnema sylvestre to Illus,schroeder and flannery-schroeder,2005,article use of the herb gymnema sylvestre to illus
"Schulze et al. - 2021 - Invertebrate Film Festival Science, creativity, a.pdf",1wBYunRMxk-BYUQ_ngMrlCc6Rw5HvcHTk,https://drive.google.com/file/d/1wBYunRMxk-BYUQ_ngMrlCc6Rw5HvcHTk/view,Schulze et al.,2021,"Invertebrate Film Festival Science, creativity, a",schulze et al.,2021,"invertebrate film festival science, creativity, a"
Segawa - 2019 - Hands-on undergraduate experiences using low-cost .pdf,1ygpqTn0qTilN4pABM4eqX66v7e_wQj0U,https://drive.google.com/file/d/1ygpqTn0qTilN4pABM4eqX66v7e_wQj0U/view,Segawa,2019,Hands-on undergraduate experiences using low-cost,segawa,2019,hands-on undergraduate experiences using low-cost
Seraphin and Stock - 2020 - Non-Disposable Assignments for Remote Neuroscience.pdf,1o_giFHKUBTIjAcoqIOiISoQfQAA8VfgJ,https://drive.google.com/file/d/1o_giFHKUBTIjAcoqIOiISoQfQAA8VfgJ/view,Seraphin and Stock,2020,Non-Disposable Assignments for Remote Neuroscience,seraphin and stock,2020,non-disposable assignments for remote neuroscience
Sestero et al. - 2014 - Using the Cell EngineerDetective Approach to Expl.pdf,1a09NaT6sukauzskfILWxwYoAf0HzstHu,https://drive.google.com/file/d/1a09NaT6sukauzskfILWxwYoAf0HzstHu/view,Sestero et al.,2014,Using the Cell EngineerDetective Approach to Expl,sestero et al.,2014,using the cell engineerdetective approach to expl
Sewall et al. - 2020 - Fiber Force A Fiber Diet Intervention in an Advan.pdf,1UvpCTBJN8XdsGcFcG1DbZCjXplH0_igf,https://drive.google.com/file/d/1UvpCTBJN8XdsGcFcG1DbZCjXplH0_igf/view,Sewall et al.,2020,Fiber Force A Fiber Diet Intervention in an Advan,sewall et al.,2020,fiber force a fiber diet intervention in an advan
Shaffer - 2014 - Plotting Cranial and Spinal Nerve Pathways in a Hu.pdf,1RYjP21ejNwfeeDXIm47NZARk0VOBOIL_,https://drive.google.com/file/d/1RYjP21ejNwfeeDXIm47NZARk0VOBOIL_/view,Shaffer,2014,Plotting Cranial and Spinal Nerve Pathways in a Hu,shaffer,2014,plotting cranial and spinal nerve pathways in a hu
Shanle et al. - 2016 - A course-based undergraduate research experience i.pdf,1T_Cnb73Bn8GHb0lCOwohFWz1MHD0kaRR,https://drive.google.com/file/d/1T_Cnb73Bn8GHb0lCOwohFWz1MHD0kaRR/view,Shanle et al.,2016,A course-based undergraduate research experience i,shanle et al.,2016,a course-based undergraduate research experience i
Shannon & Winterman - 2012 - Student comprehension of primary literature is aided by companion assignments emphasizing pattern recognition and information literacy.pdf,1Ecv3fzLc_PQFs1p9VIATwqMsuUTmB7c9,https://drive.google.com/file/d/1Ecv3fzLc_PQFs1p9VIATwqMsuUTmB7c9/view,Shannon & Winterman,2012,Student comprehension of primary literature is aided by companion assignments emphasizing pattern recognition and information literacy,shannon & winterman,2012,student comprehension of primary literature is aided by companion assignments emphasizing pattern recognition and information literacy
Shay et al. - 2020 - Tackling Real-World Environmental Paper Pollution.pdf,1pkO75UUcE_f3AlDguty_DxdYOB84gJfJ,https://drive.google.com/file/d/1pkO75UUcE_f3AlDguty_DxdYOB84gJfJ/view,Shay et al.,2020,Tackling Real-World Environmental Paper Pollution,shay et al.,2020,tackling real-world environmental paper pollution
Shelden et al. - 2019 - A Virtual Laboratory on Cell Division Using a Publ.pdf,1DZSF_KffH7faK2oKLKe3P3PsUKJiqKb0,https://drive.google.com/file/d/1DZSF_KffH7faK2oKLKe3P3PsUKJiqKb0/view,Shelden et al.,2019,A Virtual Laboratory on Cell Division Using a Publ,shelden et al.,2019,a virtual laboratory on cell division using a publ
Shifley - 2019 - Differential gene expression during Xenopus laevis.pdf,112P9SdtDA_J5WmxMk2_8mFii7komPzIL,https://drive.google.com/file/d/112P9SdtDA_J5WmxMk2_8mFii7komPzIL/view,Shifley,2019,Differential gene expression during Xenopus laevis,shifley,2019,differential gene expression during xenopus laevis
Shigenaga et al. - 2021 - Plant Disease & Climate Change A Classroom Exerci.pdf,1uobnfdTrEmuXD2eRg3zJq6b98fUtFuNe,https://drive.google.com/file/d/1uobnfdTrEmuXD2eRg3zJq6b98fUtFuNe/view,Shigenaga et al.,2021,Plant Disease & Climate Change A Classroom Exerci,shigenaga et al.,2021,plant disease & climate change a classroom exerci
Siegesmund - 2016 - Teaching epidemiology and principles of infectious.pdf,1Va-D5EzczkFEnLH6cQZZpR58zJphCGvY,https://drive.google.com/file/d/1Va-D5EzczkFEnLH6cQZZpR58zJphCGvY/view,Siegesmund,2016,Teaching epidemiology and principles of infectious,siegesmund,2016,teaching epidemiology and principles of infectious
Simmons et al. - 2014 - Using a PyMOL activity to reinforce the connection.pdf,1i-UAljqPRe_97Z4zr403o-9Yl8ljYDmz,https://drive.google.com/file/d/1i-UAljqPRe_97Z4zr403o-9Yl8ljYDmz/view,Simmons et al.,2014,Using a PyMOL activity to reinforce the connection,simmons et al.,2014,using a pymol activity to reinforce the connection
Simpson et al. - 2019 - Demonstration of allelopathy of horseradish root e.pdf,1p52C-5zn0Epr4cHU0H45sjF7KeeSy3zV,https://drive.google.com/file/d/1p52C-5zn0Epr4cHU0H45sjF7KeeSy3zV/view,Simpson et al.,2019,Demonstration of allelopathy of horseradish root e,simpson et al.,2019,demonstration of allelopathy of horseradish root e
"Singer et al. - 2001 - The Comparative Method, Hypothesis Testing & Phylo.pdf",1NLDNv8lf9MWryzY3tdYl10GHvqpXlaQl,https://drive.google.com/file/d/1NLDNv8lf9MWryzY3tdYl10GHvqpXlaQl/view,Singer et al.,2001,"The Comparative Method, Hypothesis Testing & Phylo",singer et al.,2001,"the comparative method, hypothesis testing & phylo"
Skendzic and Keler - 2019 - Fruit Flies & the Gut Microbiome Redesign-Your-Ba.pdf,1drM9JTu_5AMwrnpGOhtdUWA9VU3l7smq,https://drive.google.com/file/d/1drM9JTu_5AMwrnpGOhtdUWA9VU3l7smq/view,Skendzic and Keler,2019,Fruit Flies & the Gut Microbiome Redesign-Your-Ba,skendzic and keler,2019,fruit flies & the gut microbiome redesign-your-ba
Skow et al. - 2015 - The ins and outs of breath holding Simple demonst.pdf,1G9Ii3uQfG1zFfZ8TAndH0g4q6_89AIpo,https://drive.google.com/file/d/1G9Ii3uQfG1zFfZ8TAndH0g4q6_89AIpo/view,Skow et al.,2015,The ins and outs of breath holding Simple demonst,skow et al.,2015,the ins and outs of breath holding simple demonst
Sleister - 2014 - The Case of the Missing Strawberries RFLP analysi.pdf,17cIiqgsfwaWkLxKYGDc689c1m_Pk7NEB,https://drive.google.com/file/d/17cIiqgsfwaWkLxKYGDc689c1m_Pk7NEB/view,Sleister,2014,The Case of the Missing Strawberries RFLP analysi,sleister,2014,the case of the missing strawberries rflp analysi
Smith and Cheruvelil - 2009 - Using Inquiry and Tree-Thinking to “March Through .pdf,1iaD1wU8zrxepZL_xwlqmnsf5SnY7Qgnk,https://drive.google.com/file/d/1iaD1wU8zrxepZL_xwlqmnsf5SnY7Qgnk/view,Smith and Cheruvelil,2009,Using Inquiry and Tree-Thinking to “March Through,smith and cheruvelil,2009,using inquiry and tree-thinking to “march through
Smith and Kariyat - 2017 - Plants are Not Sitting Ducks Teaching Module on P.pdf,1THNHvkTTNakxIL1o7d8QBcsBAFvFYNzq,https://drive.google.com/file/d/1THNHvkTTNakxIL1o7d8QBcsBAFvFYNzq/view,Smith and Kariyat,2017,Plants are Not Sitting Ducks Teaching Module on P,smith and kariyat,2017,plants are not sitting ducks teaching module on p
Smith and Merrill - 2014 - Why do Some People Inherit a Predisposition to Can.pdf,1qSbpbY6Q49_vPKR_tshQj081XaPdaJqh,https://drive.google.com/file/d/1qSbpbY6Q49_vPKR_tshQj081XaPdaJqh/view,Smith and Merrill,2014,Why do Some People Inherit a Predisposition to Can,smith and merrill,2014,why do some people inherit a predisposition to can
Smith et al. - 2016 - An Avida-ED digital evolution curriculum for under.pdf,1ZwFzaaee0TXMhdQdjBsi83GTFQl4cknN,https://drive.google.com/file/d/1ZwFzaaee0TXMhdQdjBsi83GTFQl4cknN/view,Smith et al.,2016,An Avida-ED digital evolution curriculum for under,smith et al.,2016,an avida-ed digital evolution curriculum for under
Smith et al. - 2018 - Using Place-Based Economically Relevant Organisms .pdf,13CFnrPR-FzfkEATWccLcJJulou00NZAL,https://drive.google.com/file/d/13CFnrPR-FzfkEATWccLcJJulou00NZAL/view,Smith et al.,2018,Using Place-Based Economically Relevant Organisms,smith et al.,2018,using place-based economically relevant organisms
Smyth et al. - 2022 - How Getting Friendly with Bacteria Can Promote Stu.pdf,1Z7WStmz0BcMe45AQ0h8M_BuUjO26x18c,https://drive.google.com/file/d/1Z7WStmz0BcMe45AQ0h8M_BuUjO26x18c/view,Smyth et al.,2022,How Getting Friendly with Bacteria Can Promote Stu,smyth et al.,2022,how getting friendly with bacteria can promote stu
Snyder et al. - 2016 - Undergraduate laboratory exercises specific to foo.pdf,1r5S6AcudMZlcIRBjvqFwNfMe1L_x3GMy,https://drive.google.com/file/d/1r5S6AcudMZlcIRBjvqFwNfMe1L_x3GMy/view,Snyder et al.,2016,Undergraduate laboratory exercises specific to foo,snyder et al.,2016,undergraduate laboratory exercises specific to foo
Solomon - 2017 - The Anacostia River: A socio-environmental perspective.pdf,1ocrnQUzEWBp8I5piPJuDBivHS8QvnQDK,https://drive.google.com/file/d/1ocrnQUzEWBp8I5piPJuDBivHS8QvnQDK/view,Solomon,2017,The Anacostia River: A socio-environmental perspective,solomon,2017,the anacostia river: a socio-environmental perspective
Soneral and Wyse - 2015 - Your Tax Dollars at Work A mock grant writing exp.pdf,1v2u-3MkfmJEjXBDzwnxAbZP-MesHg3bI,https://drive.google.com/file/d/1v2u-3MkfmJEjXBDzwnxAbZP-MesHg3bI/view,Soneral and Wyse,2015,Your Tax Dollars at Work A mock grant writing exp,soneral and wyse,2015,your tax dollars at work a mock grant writing exp
Sorte - 2018 - Population & Community Ecology.pdf,1b2X1urUFpwGv5TjBddF_PlucjQWd944S,https://drive.google.com/file/d/1b2X1urUFpwGv5TjBddF_PlucjQWd944S/view,Sorte,2018,Population & Community Ecology,sorte,2018,population & community ecology
Sparks-Thissen - 2015 - Using a Vaccine Proposal Assignment to Help Studen.pdf,1GQoWkOR5rP81IK7jKnSro9UghYvD_vlp,https://drive.google.com/file/d/1GQoWkOR5rP81IK7jKnSro9UghYvD_vlp/view,Sparks-Thissen,2015,Using a Vaccine Proposal Assignment to Help Studen,sparks-thissen,2015,using a vaccine proposal assignment to help studen
Spence et al. - 2020 - Student-Scientist Curriculum Integrating Inquiry-.pdf,1Qr8LCmYpxIIVn39FsXbOa6CB7SkFYaVz,https://drive.google.com/file/d/1Qr8LCmYpxIIVn39FsXbOa6CB7SkFYaVz/view,Spence et al.,2020,Student-Scientist Curriculum Integrating Inquiry-,spence et al.,2020,student-scientist curriculum integrating inquiry-
Speth - 2010 - Evolution of antibiotic resistance in bacteria.pdf,1g3O2zKVQZCId1xetgJb5pPODTV_pMJ3v,https://drive.google.com/file/d/1g3O2zKVQZCId1xetgJb5pPODTV_pMJ3v/view,Speth,2010,Evolution of antibiotic resistance in bacteria,speth,2010,evolution of antibiotic resistance in bacteria
Spix and Brasier - 2018 - Using Blogs as Practice Writing About Original Neu.pdf,1z6_kTOzdPVNPVpdPyOx0JqLU-vgbByDa,https://drive.google.com/file/d/1z6_kTOzdPVNPVpdPyOx0JqLU-vgbByDa/view,Spix and Brasier,2018,Using Blogs as Practice Writing About Original Neu,spix and brasier,2018,using blogs as practice writing about original neu
St. Jacques et al. - 2021 - A Fun Introductory Command Line Lesson Next Gener.pdf,1_EqMs1Cg5wQGUtm_8Oy4J4rjNPFxxl09,https://drive.google.com/file/d/1_EqMs1Cg5wQGUtm_8Oy4J4rjNPFxxl09/view,St. Jacques et al.,2021,A Fun Introductory Command Line Lesson Next Gener,st. jacques et al.,2021,a fun introductory command line lesson next gener
Staddon - 2008 - A Classroom Activity Debating the Ethical Issues o.pdf,1leH27QtzedRlS3m1snxGRTN_FI9ySmyA,https://drive.google.com/file/d/1leH27QtzedRlS3m1snxGRTN_FI9ySmyA/view,Staddon,2008,A Classroom Activity Debating the Ethical Issues o,staddon,2008,a classroom activity debating the ethical issues o
Stanton and Dye - 2017 - Investigating the Function of a Transport Protein Where is ABCB6 Located in Human Cells?,1ffoZnx9yYh-8fARR5lmTiUBcAtuBbvW-,https://drive.google.com/file/d/1ffoZnx9yYh-8fARR5lmTiUBcAtuBbvW-/view,Stanton and Dye,2017,Investigating the Function of a Transport Protein Where is ABCB6 Located in Human Cells?,stanton and dye,2017,investigating the function of a transport protein where is abcb6 located in human cells?
Staub et al. - 2006 - Seeing the Forest Through the Trees Helping Stude.pdf,1zqYKDoLKdSCpdUACL0tY3cIU1RV8mM6V,https://drive.google.com/file/d/1zqYKDoLKdSCpdUACL0tY3cIU1RV8mM6V/view,Staub et al.,2006,Seeing the Forest Through the Trees Helping Stude,staub et al.,2006,seeing the forest through the trees helping stude
Stearns et al. - 2021 - A Student-Led Hearing on the Use of HeLa Cells in .pdf,12WQ47Sld_GyZ38bcbrQBr3ppmGu_APZh,https://drive.google.com/file/d/12WQ47Sld_GyZ38bcbrQBr3ppmGu_APZh/view,Stearns et al.,2021,A Student-Led Hearing on the Use of HeLa Cells in,stearns et al.,2021,a student-led hearing on the use of hela cells in
Steel - 2017 - Microbial Murders Crime Scene Investigation An Ac.pdf,1E_oRkNCtpbu-TwKiWCsTTxIWn31KkKB8,https://drive.google.com/file/d/1E_oRkNCtpbu-TwKiWCsTTxIWn31KkKB8/view,Steel,2017,Microbial Murders Crime Scene Investigation An Ac,steel,2017,microbial murders crime scene investigation an ac
Stehlik - 2011 - Are males cheaper than females Male and female co.pdf,1Hx5wiUCf2NLH4xUpqKS5Lknf22C7Mo5p,https://drive.google.com/file/d/1Hx5wiUCf2NLH4xUpqKS5Lknf22C7Mo5p/view,Stehlik,2011,Are males cheaper than females Male and female co,stehlik,2011,are males cheaper than females male and female co
Stehlik and Thomsen - 2011 - Foraging behavior of insect pollinators in the pre.pdf,1gdrUOXJ_q2oXnOOGLWgk2wLRokpKXSre,https://drive.google.com/file/d/1gdrUOXJ_q2oXnOOGLWgk2wLRokpKXSre/view,Stehlik and Thomsen,2011,Foraging behavior of insect pollinators in the pre,stehlik and thomsen,2011,foraging behavior of insect pollinators in the pre
Stein et al. - 2020 - Physiologists turned Geneticists Identifying tran.pdf,1SobmJZopU6yXbqvpZ76Nns2eCevI4pqt,https://drive.google.com/file/d/1SobmJZopU6yXbqvpZ76Nns2eCevI4pqt/view,Stein et al.,2020,Physiologists turned Geneticists Identifying tran,stein et al.,2020,physiologists turned geneticists identifying tran
Stevens et al. - 2017 - Using QIIME to Interpret Environmental Microbial C.pdf,1YKNEfTA7dPy3dK_Fl0bRr51rFNu_oFoX,https://drive.google.com/file/d/1YKNEfTA7dPy3dK_Fl0bRr51rFNu_oFoX/view,Stevens et al.,2017,Using QIIME to Interpret Environmental Microbial C,stevens et al.,2017,using qiime to interpret environmental microbial c
Stewart - 2006 - Observing and Quantifying Predator-avoidance Behavior: Habitat Shifts by Snails in Response to Predator Cues.pdf,1NMXumUSVYHQUT977JM9gOOvLDRJ3OIvY,https://drive.google.com/file/d/1NMXumUSVYHQUT977JM9gOOvLDRJ3OIvY/view,Stewart,2006,Observing and Quantifying Predator-avoidance Behavior: Habitat Shifts by Snails in Response to Predator Cues,stewart,2006,observing and quantifying predator-avoidance behavior: habitat shifts by snails in response to predator cues
Stockwell and Davids - 2021 - Biodiversity Show and Tell An Accessible Activity.pdf,1gYOyzKT93bZ8Arbut4xyBvW_vMBedKF7,https://drive.google.com/file/d/1gYOyzKT93bZ8Arbut4xyBvW_vMBedKF7/view,Stockwell and Davids,2021,Biodiversity Show and Tell An Accessible Activity,stockwell and davids,2021,biodiversity show and tell an accessible activity
Stomberg et al. - 2018 - A Laboratory Activity to Engage College Students i.pdf,16xe_m0wywBdgx__4a5ZH0Pn8dMb_rHWL,https://drive.google.com/file/d/16xe_m0wywBdgx__4a5ZH0Pn8dMb_rHWL/view,Stomberg et al.,2018,A Laboratory Activity to Engage College Students i,stomberg et al.,2018,a laboratory activity to engage college students i
Strain and Vang - 2014 - You and Your Oral Microflora Introducing non-biol.pdf,1VgTtG4HD_P2bp4_zdBrajWcRS3sGZ897,https://drive.google.com/file/d/1VgTtG4HD_P2bp4_zdBrajWcRS3sGZ897/view,Strain and Vang,2014,You and Your Oral Microflora Introducing non-biol,strain and vang,2014,you and your oral microflora introducing non-biol
Strain et al. - 2014 - Modeling the Research Process Authentic human phy.pdf,1ucSFj3GxLisDys21607WC7XYki9kaluA,https://drive.google.com/file/d/1ucSFj3GxLisDys21607WC7XYki9kaluA/view,Strain et al.,2014,Modeling the Research Process Authentic human phy,strain et al.,2014,modeling the research process authentic human phy
Strecker - 2019 - Don't move a mussel Environmental DNA (eDNA) analysis for detecting aquatic invasive species.pdf,1J0zVa8m0tpwhx-o3NqVSuZLUI8xFBJzx,https://drive.google.com/file/d/1J0zVa8m0tpwhx-o3NqVSuZLUI8xFBJzx/view,Strecker,2019,Don't move a mussel Environmental DNA (eDNA) analysis for detecting aquatic invasive species,strecker,2019,don't move a mussel environmental dna (edna) analysis for detecting aquatic invasive species
Strickler - 2021 - An Experimental Test of Kin Recognition in Harvester Ants.pdf,1O1Uc6MOB-KlInCN2-CNnGM09nYRzBfJu,https://drive.google.com/file/d/1O1Uc6MOB-KlInCN2-CNnGM09nYRzBfJu/view,Strickler,2021,An Experimental Test of Kin Recognition in Harvester Ants,strickler,2021,an experimental test of kin recognition in harvester ants
Styers et al. - 2021 - Developing a flexible learning activity on biodive.pdf,1VyLFAwuiUuOXQONJEkPYJ5L10ga2IEwL,https://drive.google.com/file/d/1VyLFAwuiUuOXQONJEkPYJ5L10ga2IEwL/view,Styers et al.,2021,Developing a flexible learning activity on biodive,styers et al.,2021,developing a flexible learning activity on biodive
Surasinghe and Courter - 2012 - Using eBird to integrate citizen science into an u.pdf,1LPU1GT_WBlGS_LoPKZmNwB17ApzdDUG9,https://drive.google.com/file/d/1LPU1GT_WBlGS_LoPKZmNwB17ApzdDUG9/view,Surasinghe and Courter,2012,Using eBird to integrate citizen science into an u,surasinghe and courter,2012,using ebird to integrate citizen science into an u
